Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Calculated_Revenue,Calculated_Profit,Profit_Per_Hectare,Cost_Per_Hectare,Revenue_Per_Hectare,Profit_Margin_Pct,Is_Profitable,NPK_Total_kg_ha,Water_Used_Per_Ha_m3
SF13527,Karnataka,0.0,Wheat,Kharif,12.74,897.2,28.6,80.3,6.3,6.04,35.5,115.6,77.4,134.5,Flood,257.3,4.06,0.75,1.72,21.91,25778,847558,564796,-282762,7421,2.952,54.6,564795.98,-282762,-22194.81946624804,66527.31554160126,44332.496075353214,-50.064448048498924,False,327.5,582.4960753532182
SF13528,Maharashtra,0.0,Cotton,Kharif,6.27,1008.8,28.8,88.5,6.8,6.93,29.3,163.6,57.9,137.1,Drip,204.1,2.69,0.91,2.06,12.92,71444,366389,923056,556667,4058,3.184,60.5,923056.48,556667,88782.61562998405,58435.247208931425,147217.8628389155,60.30695862439549,True,358.6,647.2089314194578
SF13529,Telangana,0.0,Chilli,Rabi,3.94,193.3,23.9,71.1,6.7,7.58,30.4,125.8,80.5,131.8,Flood,264.7,5.93,0.85,0.75,2.96,88235,287033,261176,-25857,3128,0.946,33.3,261175.6,-25857,-6562.690355329949,72851.0152284264,66288.32487309644,-9.90022054093791,False,338.1,793.9086294416244
SF13530,Andhra Pradesh,0.0,Chilli,Kharif,9.62,656.0,28.9,70.1,5.3,6.24,30.8,88.9,76.8,102.8,Flood,239.1,5.87,0.69,2.2,21.16,88143,525445,1865106,1339661,7609,2.781,51.4,1865105.8800000001,1339661,139257.9002079002,54620.06237006238,193877.9625779626,71.82760658107368,True,268.5,790.956340956341
SF13531,Andhra Pradesh,0.0,Chilli,Rabi,8.61,446.1,26.1,41.8,6.8,7.25,25.6,120.1,35.9,106.4,Sprinkler,161.0,5.6,0.96,1.86,16.01,111729,550116,1788781,1238665,5474,2.925,36.5,1788781.2900000003,1238665,143863.53077816495,63892.68292682927,207756.2137049942,69.2463191413594,True,262.4,635.7723577235773
SF13532,Madhya Pradesh,0.0,Pulses,Kharif,3.34,1094.8,27.9,61.0,6.7,6.39,32.3,64.8,65.2,86.3,Drip,188.5,4.54,0.76,1.23,4.11,64398,225961,264676,38715,1213,3.388,65.3,264675.78,38715,11591.317365269462,67652.99401197606,79244.31137724551,14.627317928335021,True,216.3,363.1736526946108
SF13533,Gujarat,0.0,Rice,Rabi,5.32,691.6,25.2,57.9,6.4,7.34,17.4,118.5,45.6,109.8,Flood,98.2,9.32,0.83,2.52,13.41,19851,430779,266202,-164577,9203,1.457,24.6,266201.91,-164577,-30935.526315789473,80973.4962406015,50037.96992481203,-61.82410350034936,False,273.9,1729.8872180451126
SF13534,Tamil Nadu,0.0,Wheat,Zaid,2.31,221.5,30.1,57.7,9.2,6.34,8.0,96.1,62.9,86.3,Sprinkler,183.5,1.73,0.65,1.84,4.25,26030,145567,110628,-34939,1023,4.154,43.8,110627.5,-34939,-15125.108225108224,63016.017316017314,47890.90909090909,-31.582420363741548,False,245.3,442.85714285714283
SF13535,Punjab,0.0,Wheat,Kharif,12.59,1090.4,33.5,68.9,6.7,6.22,26.7,79.1,55.9,84.7,Sprinkler,206.8,1.8,1.0,1.7,21.4,21485,1007206,459779,-547427,7379,2.9,82.8,459778.99999999994,-547427,-43481.09610802224,80000.47656870533,36519.38046068308,-119.06307160614121,False,219.7,586.1000794281175
SF13536,Tamil Nadu,0.0,Cotton,Rabi,9.46,586.8,24.4,48.7,8.5,6.55,29.1,127.8,77.9,134.8,Flood,167.7,6.1,0.8,1.95,18.45,69021,638291,1273437,635146,9203,2.005,50.9,1273437.45,635146,67140.16913319238,67472.62156448202,134612.7906976744,49.87651528893851,True,340.5,972.8329809725158
SF13537,Karnataka,0.0,Groundnut,Kharif,13.55,1074.7,29.5,75.6,6.1,7.16,30.5,40.0,17.1,92.1,Rainfed,217.0,5.49,0.93,0.93,12.6,50100,956230,631260,-324970,3576,3.523,60.0,631260.0,-324970,-23983.025830258302,70570.47970479705,46587.45387453874,-51.47958052149669,False,149.2,263.91143911439116
SF13538,Karnataka,0.0,Maize,Rabi,3.14,459.5,27.6,57.9,8.9,7.69,26.0,119.1,55.7,132.8,Rainfed,91.8,8.48,0.75,1.1,3.45,20874,169824,72015,-97809,774,4.457,42.7,72015.3,-97809,-31149.36305732484,54084.076433121016,22934.71337579618,-135.81753801291399,False,307.6,246.49681528662418
SF13539,Telangana,0.0,Chilli,Kharif,8.46,652.4,31.8,68.1,6.1,6.42,29.6,144.0,43.8,100.8,Drip,191.8,5.03,0.76,2.91,24.62,98737,560062,2430905,1870843,4085,6.027,43.7,2430904.94,1870843,221139.8345153664,66201.18203309692,287341.0165484633,76.96076152708558,True,288.6,482.8605200945626
SF13540,Telangana,0.0,Wheat,Kharif,5.47,729.0,30.5,83.2,7.2,6.94,28.3,174.7,53.3,55.3,Flood,124.3,2.39,0.81,3.07,16.79,26333,310754,442131,131377,4033,4.163,58.0,442131.06999999995,131377,24017.733089579528,56810.603290676416,80828.33638025595,29.714496382293937,True,283.3,737.2943327239489
SF13541,Madhya Pradesh,0.0,Wheat,Rabi,12.08,557.7,24.8,60.6,7.9,5.87,23.1,119.8,64.8,68.0,Flood,45.7,4.54,0.8,1.59,19.21,21277,727819,408731,-319088,6183,3.107,56.0,408731.17000000004,-319088,-26414.56953642384,60249.91721854304,33835.3476821192,-78.06797135524343,False,252.6,511.8377483443709
SF13542,Karnataka,0.0,Cotton,Rabi,2.68,373.6,22.9,39.6,7.5,6.57,21.4,76.3,83.1,56.7,Sprinkler,214.4,2.34,0.77,1.29,3.46,66257,199366,229249,29883,2122,1.631,31.2,229249.22,29883,11150.373134328358,74390.29850746268,85540.67164179104,13.035171363888173,True,216.09999999999997,791.7910447761194
SF13543,Tamil Nadu,0.0,Pulses,Rabi,13.34,586.6,20.8,55.5,7.4,7.46,22.1,205.8,54.9,130.1,Sprinkler,113.7,5.78,0.75,0.77,10.27,77403,915673,794929,-120744,5552,1.85,47.6,794928.8099999999,-120744,-9051.27436281859,68641.1544227886,59589.88005997002,-15.189281055289214,False,390.79999999999995,416.19190404797604
SF13544,Andhra Pradesh,0.0,Groundnut,Kharif,7.34,1183.9,26.1,68.2,8.9,6.12,20.0,81.5,39.0,96.7,Rainfed,245.0,4.42,0.88,1.04,7.63,61074,549356,465995,-83361,1733,4.403,65.0,465994.62,-83361,-11357.08446866485,74844.1416893733,63487.05722070845,-17.888818549555253,False,217.2,236.10354223433242
SF13545,Tamil Nadu,0.0,Maize,Rabi,3.14,431.8,23.1,52.3,7.5,7.0,18.6,72.2,92.9,117.2,Flood,114.1,3.32,0.97,4.16,13.06,20356,187471,265849,78378,2128,6.137,36.9,265849.36,78378,24961.146496815287,59704.140127388535,84665.28662420381,29.482149641337752,True,282.3,677.7070063694267
SF13546,Karnataka,0.0,Chilli,Kharif,13.45,658.6,31.6,81.6,7.0,6.36,33.7,40.0,62.4,151.3,Flood,253.4,6.22,0.68,2.34,31.47,111772,1046037,3517465,2471428,10637,2.959,42.0,3517464.84,2471428,183749.2936802974,77772.26765799258,261521.56133829,70.26162307229781,True,253.70000000000002,790.8550185873606
SF13547,Tamil Nadu,0.0,Chilli,Kharif,5.3,962.9,29.2,69.1,5.3,5.28,31.2,136.6,54.3,131.4,Rainfed,227.4,4.13,0.75,0.3,1.59,100055,374365,159087,-215278,1726,0.921,72.2,159087.45,-215278,-40618.49056603774,70634.90566037736,30016.415094339623,-135.32092502844355,False,322.29999999999995,325.66037735849056
SF13548,Karnataka,0.0,Sugarcane,Kharif,5.79,910.2,26.7,65.6,8.1,7.5,35.2,137.1,85.0,86.3,Rainfed,98.5,5.69,0.74,31.83,184.3,3462,400235,638047,237812,6500,28.354,43.0,638046.6000000001,237812,41072.884283246975,69125.2158894646,110198.10017271157,37.27186241765889,True,308.4,1122.6252158894647
SF13549,Tamil Nadu,0.0,Cotton,Zaid,3.85,132.2,29.5,50.1,7.5,6.14,20.5,130.0,58.1,95.6,Rainfed,180.3,5.83,0.9,0.75,2.89,67828,192372,196023,3651,1748,1.653,33.8,196022.92,3651,948.3116883116883,49966.753246753244,50915.06493506493,1.8625365390795976,True,283.7,454.025974025974
SF13550,Maharashtra,0.0,Rice,Kharif,10.86,914.6,30.7,69.0,5.6,6.11,30.2,151.4,56.2,120.8,Rainfed,195.4,6.81,0.84,2.31,25.09,21849,599350,548191,-51159,8960,2.8,57.0,548191.41,-51159,-4710.773480662983,55188.76611418048,50477.9926335175,-9.332331249509751,False,328.40000000000003,825.0460405156538
SF13551,Karnataka,0.0,Chilli,Rabi,10.85,510.8,28.5,49.9,7.8,6.44,18.6,113.0,44.0,101.5,Drip,77.8,4.24,0.74,2.25,24.41,107081,565093,2613847,2048754,5491,4.445,41.2,2613847.21,2048754,188825.2534562212,52082.30414746544,240907.55760368664,78.38079275489346,True,258.5,506.08294930875576
SF13552,Madhya Pradesh,0.0,Cotton,Rabi,1.76,586.6,24.1,49.1,7.7,6.92,24.1,44.7,43.1,103.9,Rainfed,228.3,4.78,0.86,1.3,2.29,69316,131203,158734,27531,714,3.207,35.7,158733.64,27531,15642.613636363636,74547.15909090909,90189.77272727272,17.344110272531406,True,191.70000000000002,405.6818181818182
SF13553,Gujarat,0.0,Cotton,Kharif,11.7,891.7,27.2,80.8,8.0,7.06,30.3,106.2,37.5,87.1,Flood,162.8,6.16,0.67,1.48,17.32,74640,884213,1292765,408552,11572,1.497,59.3,1292764.8,408552,34918.97435897436,75573.76068376069,110492.73504273505,31.60295954794568,True,230.79999999999998,989.0598290598291
SF13554,Telangana,0.0,Groundnut,Kharif,5.17,909.8,31.1,55.3,6.3,5.75,32.5,86.6,71.6,90.8,Rainfed,216.4,3.61,0.66,0.6,3.1,59179,348304,183455,-164849,1382,2.243,47.4,183454.9,-164849,-31885.68665377176,67370.21276595745,35484.52611218569,-89.8580033250661,False,249.0,267.31141199226306
SF13555,Telangana,0.0,Wheat,Rabi,5.78,783.6,20.5,42.8,7.0,7.66,26.0,122.9,69.9,145.1,Sprinkler,101.1,5.02,0.97,1.09,6.3,25532,361782,160852,-200930,3443,1.83,41.4,160851.6,-200930,-34762.97577854671,62592.041522491345,27829.065743944637,-124.91607191704175,False,337.9,595.6747404844291
SF13556,Punjab,0.0,Wheat,Zaid,9.22,341.0,33.7,54.9,10.4,7.05,28.9,156.9,41.6,149.8,Rainfed,116.1,4.37,0.8,1.87,17.24,24325,483430,419363,-64067,2961,5.822,30.7,419362.99999999994,-64067,-6948.698481561822,52432.75488069414,45484.056399132314,-15.2772180664484,False,348.3,321.14967462039044
SF13557,Tamil Nadu,0.0,Rice,Kharif,10.06,1154.9,26.5,74.1,8.1,6.39,36.4,167.4,55.8,156.2,Drip,205.8,2.82,0.92,3.86,38.83,19929,561999,773843,211844,11900,3.263,56.1,773843.07,211844,21058.051689860833,55864.711729622264,76922.7634194831,27.37557876726933,True,379.4,1182.9025844930418
SF13558,Gujarat,0.0,Rice,Rabi,11.19,585.4,24.0,70.8,6.4,7.91,30.6,135.3,42.9,114.3,Flood,175.1,5.87,0.95,0.63,7.05,20582,710169,145103,-565066,20102,0.351,49.2,145103.1,-565066,-50497.40840035746,63464.61126005362,12967.202859696157,-389.4240642853697,False,292.5,1796.425379803396
SF13559,Madhya Pradesh,0.0,Pulses,Kharif,8.76,654.5,28.4,66.1,5.7,7.21,28.9,161.6,68.5,71.5,Drip,122.6,1.61,0.91,1.19,10.42,77383,581076,806331,225255,2297,4.536,61.8,806330.86,225255,25714.04109589041,66332.87671232877,92046.91780821918,27.935798077960538,True,301.6,262.2146118721461
SF13560,Karnataka,0.0,Chilli,Kharif,5.85,1099.7,31.3,62.7,6.6,7.27,41.3,127.9,69.9,130.9,Rainfed,119.1,6.95,0.79,1.37,8.01,95018,351187,761094,409907,1997,4.011,47.3,761094.1799999999,409907,70069.57264957266,60031.96581196581,130101.53846153847,53.85760497389285,True,328.70000000000005,341.36752136752136
SF13561,Tamil Nadu,0.0,Wheat,Rabi,5.13,786.5,23.1,59.4,6.9,7.85,28.3,129.1,33.1,98.8,Drip,147.8,4.52,0.69,0.74,3.8,24204,250680,91975,-158705,2462,1.543,45.8,91975.2,-158705,-30936.64717348928,48865.49707602339,17928.849902534115,-172.55232400108724,False,261.0,479.92202729044834
SF13562,Punjab,0.0,Chilli,Kharif,14.33,1125.2,24.2,71.6,6.5,5.27,34.7,116.2,66.5,162.6,Sprinkler,134.5,4.53,0.87,0.3,4.3,94931,996733,408203,-588530,7917,0.543,60.4,408203.3,-588530,-41069.78367062107,69555.68736915561,28485.90369853454,-144.17581448445992,False,345.29999999999995,552.4773203070481
SF13563,Punjab,0.0,Wheat,Rabi,5.42,378.4,23.5,64.7,7.6,5.63,31.1,123.2,42.3,90.6,Rainfed,212.8,5.63,0.89,0.62,3.36,23767,329714,79857,-249857,1774,1.894,37.6,79857.12,-249857,-46099.07749077491,60832.841328413284,14733.763837638377,-312.8805239365366,False,256.1,327.3062730627306
SF13564,Madhya Pradesh,0.0,Pulses,Rabi,2.91,150.9,21.4,49.3,6.9,6.84,20.7,118.8,58.5,125.6,Rainfed,270.6,2.5,0.93,0.68,1.98,79701,188974,157808,-31166,613,3.23,37.5,157807.98,-31166,-10709.96563573883,64939.51890034364,54229.55326460481,-19.749315624049476,False,302.9,210.6529209621993
SF13565,Punjab,0.0,Chilli,Rabi,6.98,219.6,19.4,57.6,7.0,6.03,21.1,82.2,50.1,65.7,Sprinkler,244.8,4.57,0.67,0.81,5.65,99017,576706,559446,-17260,4504,1.254,37.9,559446.05,-17260,-2472.779369627507,82622.63610315186,80149.85673352436,-3.085194996478659,False,198.0,645.2722063037249
SF13566,Madhya Pradesh,0.0,Wheat,Kharif,3.37,747.8,29.6,61.2,6.4,7.77,30.0,143.5,40.7,128.6,Rainfed,255.8,8.52,0.68,0.88,2.97,18583,233979,55192,-178787,930,3.194,32.7,55191.51,-178787,-53052.522255192875,69429.9703264095,16377.448071216617,-323.93644006377735,False,312.79999999999995,275.96439169139467
SF13567,Andhra Pradesh,0.0,Pulses,Kharif,13.29,769.7,25.0,68.2,5.8,6.32,24.5,111.8,82.4,78.1,Flood,187.6,7.31,0.92,1.26,16.75,59195,961845,991516,29671,5336,3.139,44.7,991516.25,29671,2232.5808878856283,72373.58916478556,74606.17005267118,2.99248827048681,True,272.29999999999995,401.5048908954101
SF13568,Punjab,0.0,Sugarcane,Rabi,8.33,316.2,23.5,64.2,7.3,5.48,27.1,109.4,45.5,103.6,Drip,170.6,4.76,0.88,7.9,65.81,3148,518886,207170,-311716,14406,4.568,39.1,207169.88,-311716,-37420.88835534214,62291.23649459784,24870.3481392557,-150.46387025148428,False,258.5,1729.4117647058824
SF13569,Karnataka,0.0,Groundnut,Zaid,12.24,427.2,30.8,40.3,7.8,5.84,25.6,145.7,53.8,142.9,Rainfed,188.3,4.67,0.87,0.66,8.08,55352,760767,447244,-313523,3478,2.323,45.6,447244.16000000003,-313523,-25614.624183006534,62154.166666666664,36539.54248366013,-70.10110811995241,False,342.4,284.1503267973856
SF13570,Gujarat,0.0,Wheat,Rabi,0.88,353.8,25.8,49.4,6.3,7.88,23.6,104.4,34.2,151.7,Flood,109.7,8.33,0.72,0.46,0.4,26639,58368,10656,-47712,524,0.763,15.6,10655.6,-47712,-54218.181818181816,66327.27272727272,12109.09090909091,-447.7477477477477,False,290.3,595.4545454545455
SF13571,Gujarat,0.0,Maize,Kharif,8.55,798.7,25.2,75.1,6.1,8.11,35.2,160.9,61.5,145.5,Sprinkler,190.2,3.26,0.75,0.42,3.59,20748,573939,74485,-499454,5228,0.687,63.9,74485.31999999999,-499454,-58415.67251461988,67127.36842105263,8711.695906432748,-670.5430623615493,False,367.9,611.4619883040936
SF13572,Maharashtra,0.0,Rice,Kharif,14.77,765.1,25.9,76.1,5.9,6.21,25.5,40.0,40.0,123.6,Rainfed,201.7,9.1,0.86,2.46,36.33,17494,946057,635557,-310500,11012,3.299,44.5,635557.02,-310500,-21022.34258632363,64052.60663507109,43030.264048747464,-48.854784071294944,False,203.6,745.5653351387949
SF13573,Madhya Pradesh,0.0,Chilli,Kharif,4.68,608.1,28.2,79.5,7.9,7.27,37.6,125.5,71.4,111.2,Flood,252.4,5.5,0.92,1.67,7.82,114735,360622,897228,536606,3862,2.025,57.9,897227.7000000001,536606,114659.40170940172,77055.9829059829,191715.38461538462,59.80709474069022,True,308.1,825.2136752136753
SF13574,Maharashtra,0.0,Wheat,Zaid,9.17,133.8,27.5,53.5,9.8,6.69,8.0,79.0,52.0,119.7,Rainfed,106.5,5.64,0.66,1.85,16.96,24827,644280,421066,-223214,2722,6.231,19.5,421065.92000000004,-223214,-24341.766630316248,70259.54198473283,45917.775354416575,-53.0116418803703,False,250.7,296.83751363140675
SF13575,Gujarat,0.0,Wheat,Kharif,8.22,964.2,26.5,63.6,6.7,6.18,36.8,96.1,77.0,109.8,Sprinkler,308.9,1.93,0.8,2.37,19.48,24799,522128,483085,-39043,4122,4.726,62.1,483084.52,-39043,-4749.756690997567,63519.22141119221,58769.46472019464,-8.08201455230446,False,282.9,501.4598540145985
SF13576,Maharashtra,0.0,Cotton,Rabi,4.3,546.2,21.8,45.3,8.4,5.98,22.3,160.1,60.3,149.3,Drip,166.3,4.46,1.0,0.95,4.08,64898,235656,264784,29128,2901,1.406,41.0,264783.84,29128,6773.9534883720935,54803.72093023256,61577.674418604656,11.000664692730679,True,369.7,674.6511627906978
SF13577,Karnataka,0.0,Pulses,Kharif,10.48,789.2,29.1,76.9,6.0,6.5,29.6,41.7,54.3,77.9,Flood,91.5,2.7,0.89,1.07,11.21,71535,534418,801907,267489,4881,2.297,50.9,801907.3500000001,267489,25523.75954198473,50994.083969465646,76517.84351145038,33.356611178104195,True,173.9,465.7442748091603
SF13578,Andhra Pradesh,0.0,Wheat,Rabi,6.92,80.0,23.5,63.1,6.7,7.55,24.8,155.5,15.0,105.7,Flood,222.3,4.51,0.89,0.79,5.47,23098,507803,126346,-381457,5287,1.035,41.9,126346.06,-381457,-55123.84393063584,73381.93641618497,18258.092485549132,-301.9145837620502,False,276.2,764.0173410404624
SF13579,Punjab,0.0,Rice,Kharif,1.41,582.0,27.7,82.6,7.0,6.42,32.0,148.3,62.8,136.5,Flood,248.5,4.03,0.77,3.77,5.32,19999,106402,106395,-7,2141,2.485,61.5,106394.68000000001,-7,-4.964539007092199,75462.41134751773,75457.44680851065,-0.006579256544010527,False,347.6,1518.4397163120568
SF13580,Telangana,0.0,Wheat,Kharif,11.99,632.0,27.5,82.7,6.3,7.12,33.8,133.9,43.6,116.6,Drip,253.4,6.23,0.76,3.32,39.81,24334,865108,968737,103629,6114,6.511,57.7,968736.54,103629,8642.952460383653,72152.46038365304,80795.41284403669,10.697330648049986,True,294.1,509.9249374478732
SF13581,Madhya Pradesh,0.0,Chilli,Rabi,13.6,473.1,22.2,57.8,5.7,7.37,20.6,174.2,76.4,131.8,Sprinkler,273.9,5.76,0.85,1.52,20.67,99958,1028732,2066132,1037400,9649,2.142,40.6,2066131.86,1037400,76279.41176470589,75642.05882352941,151921.4705882353,50.209763945382,True,382.4,709.4852941176471
SF13582,Maharashtra,0.0,Sugarcane,Rabi,14.65,459.8,26.3,75.6,7.2,6.11,29.3,134.1,58.4,116.6,Sprinkler,233.4,4.66,0.66,47.8,700.27,2905,966704,2034284,1067580,26779,26.15,46.2,2034284.3499999999,1067580,72872.35494880546,65986.62116040956,138858.976109215,52.4793981567962,True,309.1,1827.9180887372013
SF13583,Madhya Pradesh,0.0,Rice,Kharif,1.23,600.7,27.3,64.8,6.5,6.55,38.2,77.6,59.9,157.2,Flood,158.5,5.47,0.75,4.16,5.12,20447,73114,104689,31575,2412,2.123,45.2,104688.64,31575,25670.731707317074,59442.276422764226,85113.0081300813,30.16076187565074,True,294.7,1960.9756097560976
SF13584,Telangana,0.0,Chilli,Kharif,8.2,692.5,30.9,58.5,5.8,6.59,35.9,70.2,73.4,104.5,Drip,92.4,4.52,0.72,2.78,22.8,105503,549777,2405468,1855691,5253,4.34,42.3,2405468.4,1855691,226303.7804878049,67045.9756097561,293349.756097561,77.14469699867136,True,248.10000000000002,640.609756097561
SF13585,Andhra Pradesh,0.0,Rice,Kharif,11.53,618.4,30.5,63.2,6.5,6.96,33.7,146.6,54.2,88.9,Sprinkler,61.7,7.98,0.87,4.35,50.16,22542,710974,1130707,419733,17997,2.787,44.1,1130706.72,419733,36403.55594102342,61662.96617519515,98066.52211621856,37.12128783141875,True,289.70000000000005,1560.8846487424112
SF13586,Gujarat,0.0,Wheat,Kharif,11.09,526.9,29.0,63.5,6.6,6.76,30.3,91.6,67.0,104.9,Rainfed,56.0,3.18,0.74,2.63,29.17,20408,410160,595301,185141,2899,10.062,53.9,595301.36,185141,16694.409377817854,36984.67087466186,53679.08025247971,31.100401309589603,True,263.5,261.4066726780884
SF13587,Punjab,0.0,Chilli,Zaid,9.93,80.0,34.3,46.0,9.7,6.07,15.0,180.3,61.1,139.0,Drip,108.4,1.37,0.95,1.09,10.82,99182,482371,1073149,590778,5290,2.045,53.2,1073149.24,590778,59494.259818731116,48577.139979859014,108071.39979859014,55.050882962198166,True,380.4,532.7291037260826
SF13588,Tamil Nadu,0.0,Cotton,Zaid,6.69,497.3,32.9,57.7,7.5,6.24,24.7,105.8,48.6,155.2,Sprinkler,170.2,7.04,0.73,1.28,8.56,70693,498665,605132,106467,4688,1.826,32.4,605132.0800000001,106467,15914.349775784753,74538.8639760837,90453.21375186846,17.594012546023016,True,309.6,700.7473841554558
SF13589,Andhra Pradesh,0.0,Maize,Kharif,3.38,1134.6,28.0,66.4,7.3,7.33,27.1,151.2,74.1,120.0,Rainfed,183.6,6.95,0.9,2.16,7.3,23848,211229,174090,-37139,1063,6.867,51.6,174090.4,-37139,-10987.869822485207,62493.78698224852,51505.91715976332,-21.333218450226894,False,345.29999999999995,314.49704142011836
SF13590,Maharashtra,0.0,Cotton,Rabi,11.17,439.8,25.2,55.3,8.7,5.77,23.9,62.6,50.8,105.8,Sprinkler,112.2,1.97,0.7,0.6,6.7,74421,749367,498621,-250746,7176,0.934,59.1,498620.7,-250746,-22448.16472694718,67087.46642793195,44639.30170098478,-50.28789401168422,False,219.2,642.4350940017905
SF13591,Karnataka,0.0,Cotton,Kharif,7.56,1088.0,27.9,72.7,6.5,7.51,40.6,167.8,55.7,53.4,Rainfed,222.7,4.11,0.66,0.79,5.97,65503,479839,391053,-88786,2611,2.286,64.3,391052.91,-88786,-11744.179894179895,63470.7671957672,51726.58730158731,-22.70433930950536,False,276.9,345.3703703703704
SF13592,Telangana,0.0,Wheat,Kharif,6.32,1176.9,23.5,73.6,5.0,6.68,31.8,96.9,52.8,101.1,Rainfed,300.6,1.83,0.79,2.12,13.4,23382,459913,313319,-146594,1979,6.771,61.5,313318.8,-146594,-23195.25316455696,72771.04430379746,49575.79113924051,-46.78745942633546,False,250.79999999999998,313.13291139240505
SF13593,Karnataka,0.0,Rice,Kharif,4.19,698.7,27.7,62.4,7.7,5.74,31.6,108.1,67.1,76.3,Flood,219.1,3.89,0.85,1.51,6.33,24439,299234,154699,-144535,7404,0.855,47.0,154698.87,-144535,-34495.226730310256,71416.2291169451,36921.00238663484,-93.42982178294625,False,251.5,1767.0644391408114
SF13594,Gujarat,0.0,Rice,Rabi,6.63,457.0,25.2,74.2,6.3,6.52,39.9,125.3,20.8,84.3,Flood,109.2,6.98,0.82,3.19,21.15,21300,424258,450495,26237,11849,1.785,34.6,450494.99999999994,26237,3957.315233785822,63990.648567119155,67947.96380090498,5.824038002641538,True,230.39999999999998,1787.1794871794873
SF13595,Madhya Pradesh,0.0,Rice,Zaid,7.2,484.9,32.7,59.3,8.7,6.81,24.2,154.4,54.5,80.8,Flood,140.7,2.86,0.84,3.17,22.82,25015,424350,570842,146492,12776,1.786,53.8,570842.3,146492,20346.11111111111,58937.5,79283.61111111111,25.6624424972234,True,289.7,1774.4444444444443
SF13596,Madhya Pradesh,0.0,Pulses,Kharif,14.2,816.7,28.3,72.2,8.0,6.86,20.0,152.4,32.2,90.8,Drip,250.3,1.4,0.83,1.69,24.0,82946,1110632,1990704,880072,4653,5.158,62.6,1990704.0,880072,61976.90140845071,78213.52112676056,140190.42253521128,44.20908382160281,True,275.40000000000003,327.67605633802816
SF13597,Madhya Pradesh,0.0,Chilli,Rabi,11.74,593.2,23.3,60.0,7.4,7.02,26.0,150.1,67.0,110.4,Drip,115.6,8.59,0.66,2.23,26.18,111224,761807,2911844,2150037,4494,5.826,33.1,2911844.32,2150037,183137.734241908,64889.86371379898,248027.59795570697,73.83764377487255,True,327.5,382.793867120954
SF13598,Telangana,0.0,Wheat,Rabi,6.9,495.5,27.8,48.8,7.6,7.69,22.6,64.7,86.1,56.1,Rainfed,203.1,5.79,0.93,0.89,6.14,25009,475282,153555,-321727,1911,3.213,52.8,153555.25999999998,-321727,-46627.10144927536,68881.44927536232,22254.347826086956,-209.51906483019113,False,206.9,276.95652173913044
SF13599,Maharashtra,0.0,Rice,Kharif,2.16,876.5,32.7,64.6,5.4,7.5,34.7,135.3,64.3,137.2,Rainfed,304.8,3.01,0.88,1.59,3.43,20811,145138,71382,-73756,1766,1.942,64.2,71381.73000000001,-73756,-34146.29629629629,67193.51851851851,33047.22222222222,-103.32576840099745,False,336.8,817.5925925925925
SF13600,Andhra Pradesh,0.0,Pulses,Rabi,1.3,633.4,21.8,67.3,7.9,7.85,27.8,62.1,51.5,136.0,Flood,186.5,3.31,0.82,0.3,0.39,77283,78921,30140,-48781,539,0.724,48.3,30140.370000000003,-48781,-37523.846153846156,60708.46153846154,23184.615384615383,-161.84804246848043,False,249.6,414.6153846153846
SF13601,Andhra Pradesh,0.0,Pulses,Kharif,7.32,919.8,27.7,74.7,5.6,6.87,27.0,129.5,62.3,47.9,Flood,152.1,4.18,0.93,1.54,11.27,76876,462332,866393,404061,3345,3.369,60.9,866392.52,404061,55199.59016393442,63160.10928961748,118359.6994535519,46.63714965379452,True,239.70000000000002,456.9672131147541
SF13602,Madhya Pradesh,0.0,Groundnut,Kharif,9.01,841.6,32.1,59.2,6.8,7.07,34.3,143.6,90.1,109.1,Sprinkler,255.0,4.77,0.67,1.52,13.7,67986,654168,931408,277240,4726,2.899,56.9,931408.2,277240,30770.25527192009,72604.6614872364,103374.91675915649,29.765688076546475,True,342.79999999999995,524.5283018867925
SF13603,Maharashtra,0.0,Rice,Kharif,7.26,830.3,30.3,84.5,6.1,6.81,30.1,83.1,64.0,123.8,Rainfed,280.3,3.13,0.7,3.93,28.53,20400,543394,582012,38618,7092,4.023,77.2,582012.0,38618,5319.283746556474,74847.65840220386,80166.94214876034,6.635258379552312,True,270.9,976.8595041322315
SF13604,Andhra Pradesh,0.0,Cotton,Zaid,11.78,465.0,31.1,62.6,7.1,7.18,23.0,159.0,53.8,121.7,Drip,162.1,5.8,0.71,1.32,15.55,71271,860365,1108264,247899,7120,2.184,37.8,1108264.05,247899,21044.057724957558,73036.07809847199,94080.13582342955,22.368226343181767,True,334.5,604.4142614601019
